Year,Country of residence,Country,Refugee,Refugees
2017,Poland,India,*,0
2017,Poland,Iran (Islamic Rep. of),26,26
2017,Poland,Iraq,229,229
2017,Poland,Jamaica,0,0
2017,Poland,Jordan,*,0
2017,Poland,Kazakhstan,52,52
2017,Poland,Kenya,5,5
2017,Poland,Kyrgyzstan,45,45
2017,Poland,Lebanon,*,0
2017,Poland,Libya,22,22
2017,Poland,Sri Lanka,49,49
2017,Poland,Luxembourg,*,0
2017,Poland,Morocco,*,0
2017,Poland,Rep. of Moldova,*,0
2017,Poland,Mexico,0,0
2017,Poland,The former Yugoslav Republic of Macedonia,*,0
2017,Poland,Mali,*,0
2017,Poland,Mongolia,19,19
2017,Poland,Nigeria,10,10
2017,Poland,Nepal,7,7
2017,Poland,Pakistan,18,18
2017,Poland,Philippines,*,0
2017,Poland,Dem. People's Rep. of Korea,*,0
2017,Poland,Palestinian,16,16
2017,Poland,Russian Federation,9950,9950
2017,Poland,Rwanda,5,5
2017,Poland,Saudi Arabia,*,0
2017,Poland,Sudan,*,0
2017,Poland,Senegal,*,0
2017,Poland,Sierra Leone,*,0
2017,Poland,Somalia,46,46
2017,Poland,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Poland,Syrian Arab Rep.,512,512
2017,Poland,Togo,*,0
2017,Poland,Tajikistan,49,49
2017,Poland,Turkmenistan,32,32
2017,Poland,Tunisia,*,0
2017,Poland,Turkey,17,17
2017,Poland,Uganda,6,6
2017,Poland,Ukraine,369,369
2017,Poland,United States of America,*,0
2017,Poland,Uzbekistan,14,14
2017,Poland,Venezuela (Bolivarian Republic of),*,0
2017,Poland,Viet Nam,15,15
2017,Poland,Stateless,87,87
2017,Poland,Various/Unknown,*,0
2017,Poland,Yemen,5,5
2017,Poland,Zambia,0,0
2017,Portugal,Afghanistan,18,18
2017,Portugal,Angola,*,0
2017,Portugal,Albania,*,0
2017,Portugal,Armenia,*,0
2017,Portugal,Bangladesh,*,0
2017,Portugal,Bosnia and Herzegovina,11,11
2017,Portugal,Belarus,17,17
2017,Portugal,Central African Rep.,8,8
2017,Portugal,Cote d'Ivoire,33,33
2017,Portugal,Cameroon,13,13
2017,Portugal,Dem. Rep. of the Congo,63,63
2017,Portugal,Congo,7,7
2017,Portugal,Colombia,71,71
2017,Portugal,Cuba,6,6
2017,Portugal,Egypt,*,0
2017,Portugal,Eritrea,140,140
2017,Portugal,Ethiopia,*,0
2017,Portugal,Georgia,*,0
2017,Portugal,Ghana,*,0
2017,Portugal,Guinea,103,103
2017,Portugal,Gambia,5,5
2017,Portugal,Guinea-Bissau,13,13
2017,Portugal,Iran (Islamic Rep. of),38,38
2017,Portugal,Iraq,57,57
2017,Portugal,Jordan,*,0
2017,Portugal,Kenya,6,6
2017,Portugal,Liberia,*,0
2017,Portugal,Libya,14,14
2017,Portugal,Sri Lanka,48,48
2017,Portugal,Morocco,9,9
2017,Portugal,The former Yugoslav Republic of Macedonia,*,0
2017,Portugal,Mali,13,13
2017,Portugal,Mauritania,*,0
2017,Portugal,Malawi,*,0
2017,Portugal,Malaysia,*,0
2017,Portugal,Nigeria,27,27
2017,Portugal,Nepal,*,0
2017,Portugal,Pakistan,60,60
2017,Portugal,Peru,*,0
2017,Portugal,Palestinian,*,0
2017,Portugal,Russian Federation,18,18
2017,Portugal,Rwanda,*,0
2017,Portugal,Saudi Arabia,*,0
2017,Portugal,Sudan,*,0
2017,Portugal,Senegal,7,7
2017,Portugal,Sierra Leone,27,27
2017,Portugal,Somalia,51,51
2017,Portugal,Syrian Arab Rep.,307,307
2017,Portugal,Togo,6,6
2017,Portugal,Tunisia,*,0
2017,Portugal,Turkey,*,0
2017,Portugal,Uganda,*,0
2017,Portugal,Ukraine,373,373
2017,Portugal,Uzbekistan,*,0
2017,Portugal,Stateless,0,0
2017,Portugal,Yemen,*,0
2017,Portugal,South Africa,*,0
2017,Portugal,Zimbabwe,*,0
2017,Paraguay,Bolivia (Plurinational State of),17,17
2017,Paraguay,Congo,*,0
2017,Paraguay,Colombia,35,35
2017,Paraguay,Costa Rica,0,0
2017,Paraguay,Cuba,65,65
2017,Paraguay,Germany,*,0
2017,Paraguay,Egypt,0,0
2017,Paraguay,Iran (Islamic Rep. of),*,0
2017,Paraguay,Iraq,6,6
2017,Paraguay,Jamaica,0,0
2017,Paraguay,Lebanon,0,0
2017,Paraguay,Sri Lanka,*,0
2017,Paraguay,Morocco,0,0
2017,Paraguay,Nigeria,0,0
2017,Paraguay,Russian Federation,8,8
2017,Paraguay,Sierra Leone,*,0
2017,Paraguay,El Salvador,*,0
2017,Paraguay,Sweden,0,0
2017,Paraguay,Syrian Arab Rep.,53,53
2017,Paraguay,Turkey,*,0
2017,Paraguay,Venezuela (Bolivarian Republic of),5,5
2017,Paraguay,Viet Nam,6,6
2017,Qatar,Egypt,9,9
2017,Qatar,Eritrea,0,0
2017,Qatar,Ethiopia,0,0
2017,Qatar,Iraq,137,137
2017,Qatar,Jordan,0,0
2017,Qatar,Pakistan,*,0
2017,Qatar,Sudan,0,0
2017,Qatar,Somalia,8,8
2017,Qatar,Syrian Arab Rep.,34,34
2017,Qatar,Stateless,0,0
2017,Romania,Afghanistan,152,152
2017,Romania,Angola,5,5
2017,Romania,Albania,0,0
2017,Romania,United Arab Emirates,0,0
2017,Romania,Armenia,*,0
2017,Romania,Burundi,6,6
2017,Romania,Bangladesh,*,0
2017,Romania,Bosnia and Herzegovina,*,0
2017,Romania,Belarus,0,0
2017,Romania,Central African Rep.,10,10
2017,Romania,China,*,0
2017,Romania,Cote d'Ivoire,*,0
2017,Romania,Cameroon,24,24
2017,Romania,Dem. Rep. of the Congo,23,23
2017,Romania,Congo,7,7
2017,Romania,Comoros,0,0
2017,Romania,Cuba,*,0
2017,Romania,Algeria,*,0
2017,Romania,Ecuador,*,0
2017,Romania,Egypt,19,19
2017,Romania,Eritrea,53,53
2017,Romania,Ethiopia,5,5
2017,Romania,Georgia,*,0
2017,Romania,Guinea,7,7
2017,Romania,Gambia,*,0
2017,Romania,Croatia,*,0
2017,Romania,India,*,0
2017,Romania,Iran (Islamic Rep. of),66,66
2017,Romania,Iraq,806,806
2017,Romania,Jordan,7,7
2017,Romania,Kenya,*,0
2017,Romania,Lebanon,6,6
2017,Romania,Liberia,*,0
2017,Romania,Libya,6,6
2017,Romania,Sri Lanka,*,0
2017,Romania,Morocco,0,0
2017,Romania,Rep. of Moldova,*,0
2017,Romania,The former Yugoslav Republic of Macedonia,0,0
2017,Romania,Myanmar,29,29
2017,Romania,Mauritania,*,0
2017,Romania,Nigeria,5,5
2017,Romania,Pakistan,40,40
2017,Romania,Palestinian,42,42
2017,Romania,Qatar,*,0
2017,Romania,Russian Federation,*,0
2017,Romania,Rwanda,8,8
2017,Romania,Sudan,15,15
2017,Romania,Sierra Leone,*,0
2017,Romania,Somalia,43,43
2017,Romania,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Romania,South Sudan,*,0
2017,Romania,Syrian Arab Rep.,2282,2282
2017,Romania,Togo,0,0
2017,Romania,Tunisia,0,0
2017,Romania,Turkey,25,25
2017,Romania,Ukraine,37,37
2017,Romania,Venezuela (Bolivarian Republic of),0,0
2017,Romania,Viet Nam,*,0
2017,Romania,Stateless,113,113
2017,Romania,Yemen,27,27
2017,Romania,Zimbabwe,8,8
2017,Russian Federation,Afghanistan,661,661
2017,Russian Federation,Angola,*,0
2017,Russian Federation,Armenia,*,0
2017,Russian Federation,Azerbaijan,15,15
2017,Russian Federation,Burkina Faso,*,0
2017,Russian Federation,Bangladesh,5,5
2017,Russian Federation,Bulgaria,0,0
2017,Russian Federation,Bosnia and Herzegovina,*,0
2017,Russian Federation,Belarus,0,0
2017,Russian Federation,Central African Rep.,0,0
2017,Russian Federation,China,*,0
2017,Russian Federation,Cote d'Ivoire,*,0
2017,Russian Federation,Cameroon,*,0
2017,Russian Federation,Dem. Rep. of the Congo,5,5
2017,Russian Federation,Congo,*,0
2017,Russian Federation,Cuba,0,0
2017,Russian Federation,Germany,10,10
2017,Russian Federation,Egypt,*,0
2017,Russian Federation,Eritrea,*,0
2017,Russian Federation,Georgia,198,198
2017,Russian Federation,Guinea,*,0
2017,Russian Federation,Gambia,*,0
2017,Russian Federation,India,*,0
2017,Russian Federation,Iran (Islamic Rep. of),6,6
2017,Russian Federation,Iraq,24,24
2017,Russian Federation,Israel,*,0
2017,Russian Federation,Italy,*,0
2017,Russian Federation,Jordan,*,0
2017,Russian Federation,Kazakhstan,5,5
2017,Russian Federation,Kyrgyzstan,25,25
2017,Russian Federation,Lebanon,6,6
2017,Russian Federation,Libya,*,0
2017,Russian Federation,Lithuania,5,5
2017,Russian Federation,Latvia,*,0
2017,Russian Federation,Rep. of Moldova,21,21
2017,Russian Federation,Mali,*,0
2017,Russian Federation,Nigeria,*,0
2017,Russian Federation,Pakistan,*,0
2017,Russian Federation,Dem. People's Rep. of Korea,77,77
2017,Russian Federation,Portugal,*,0
2017,Russian Federation,Palestinian,9,9
2017,Russian Federation,Russian Federation,0,0
2017,Russian Federation,Saudi Arabia,*,0
2017,Russian Federation,Sudan,6,6
2017,Russian Federation,Somalia,0,0
2017,Russian Federation,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Russian Federation,Syrian Arab Rep.,1130,1130
2017,Russian Federation,Tajikistan,23,23
2017,Russian Federation,Turkmenistan,5,5
2017,Russian Federation,Turkey,*,0
2017,Russian Federation,Ukraine,123600,123600
2017,Russian Federation,United States of America,*,0
2017,Russian Federation,Uzbekistan,79,79
2017,Russian Federation,Venezuela (Bolivarian Republic of),0,0
2017,Russian Federation,Viet Nam,*,0
2017,Russian Federation,Stateless,17,17
2017,Russian Federation,Various/Unknown,0,0
2017,Russian Federation,Yemen,54,54
2017,Rwanda,Angola,5,5
2017,Rwanda,Burundi,88209,88209
2017,Rwanda,Belgium,0,0
2017,Rwanda,Central African Rep.,0,0
2017,Rwanda,Dem. Rep. of the Congo,82750,82750
2017,Rwanda,Eritrea,5,5
2017,Rwanda,Ethiopia,*,0
2017,Rwanda,Guinea,*,0
2017,Rwanda,Haiti,*,0
2017,Rwanda,Kenya,0,0
2017,Rwanda,Rwanda,0,0
2017,Rwanda,Somalia,*,0
2017,Rwanda,South Sudan,0,0
2017,Rwanda,Chad,7,7
2017,Rwanda,United Rep. of Tanzania,*,0
2017,Rwanda,Uganda,*,0
2017,Saudi Arabia,Afghanistan,0,0
2017,Saudi Arabia,China,14,14
2017,Saudi Arabia,Egypt,0,0
2017,Saudi Arabia,Eritrea,32,32
2017,Saudi Arabia,Iraq,32,32
2017,Saudi Arabia,Liberia,7,7
2017,Saudi Arabia,Palestinian,9,9
2017,Saudi Arabia,Russian Federation,*,0
2017,Saudi Arabia,Sudan,*,0
2017,Saudi Arabia,Somalia,16,16
2017,Saudi Arabia,Syrian Arab Rep.,14,14
2017,Saudi Arabia,Chad,9,9
2017,Saudi Arabia,Tunisia,6,6
2017,Saudi Arabia,Turkey,0,0
2017,Saudi Arabia,Uzbekistan,*,0
2017,Saudi Arabia,Stateless,0,0
2017,Saudi Arabia,Yemen,9,9
2017,Sudan,Afghanistan,*,0
2017,Sudan,Burundi,15,15
2017,Sudan,Central African Rep.,2277,2277
2017,Sudan,Cameroon,7,7
2017,Sudan,Dem. Rep. of the Congo,59,59
2017,Sudan,Congo,0,0
2017,Sudan,Algeria,*,0
2017,Sudan,Egypt,7,7
2017,Sudan,Eritrea,108243,108243
2017,Sudan,Ethiopia,4273,4273
2017,Sudan,Gambia,*,0
2017,Sudan,India,0,0
2017,Sudan,Iraq,16,16
2017,Sudan,Jordan,0,0
2017,Sudan,Kenya,*,0
2017,Sudan,Kuwait,0,0
2017,Sudan,Liberia,0,0
2017,Sudan,Libya,*,0
2017,Sudan,Mali,*,0
2017,Sudan,Myanmar,0,0
2017,Sudan,Nigeria,0,0
2017,Sudan,Palestinian,59,59
2017,Sudan,Sudan,0,0
2017,Sudan,Somalia,208,208
2017,Sudan,South Sudan,772715,772715
2017,Sudan,Syrian Arab Rep.,11240,11240
2017,Sudan,Chad,7458,7458
2017,Sudan,Tunisia,*,0
2017,Sudan,United Rep. of Tanzania,*,0
2017,Sudan,Uganda,*,0
2017,Sudan,Various/Unknown,8,8
2017,Sudan,Yemen,*,0
2017,Sudan,Zimbabwe,*,0
2017,Senegal,Angola,*,0
2017,Senegal,Burundi,55,55
2017,Senegal,Benin,0,0
2017,Senegal,Burkina Faso,0,0
2017,Senegal,Central African Rep.,289,289
2017,Senegal,Cote d'Ivoire,39,39
2017,Senegal,Cameroon,12,12
2017,Senegal,Dem. Rep. of the Congo,30,30
2017,Senegal,Congo,19,19
2017,Senegal,Comoros,0,0
2017,Senegal,Cuba,0,0
2017,Senegal,Algeria,9,9
2017,Senegal,Eritrea,*,0
2017,Senegal,Ethiopia,*,0
2017,Senegal,France,0,0
2017,Senegal,Gabon,0,0
2017,Senegal,Ghana,*,0
2017,Senegal,Guinea,10,10
2017,Senegal,Gambia,44,44
2017,Senegal,Guinea-Bissau,0,0
2017,Senegal,Haiti,0,0
2017,Senegal,India,0,0
2017,Senegal,Iran (Islamic Rep. of),0,0
2017,Senegal,Iraq,0,0
2017,Senegal,Liberia,61,61
2017,Senegal,Libya,0,0
2017,Senegal,Sri Lanka,0,0
2017,Senegal,Mali,0,0
2017,Senegal,Mauritania,13779,13779
2017,Senegal,Niger,0,0
2017,Senegal,Nigeria,7,7
2017,Senegal,Nepal,0,0
2017,Senegal,Pakistan,0,0
2017,Senegal,Palestinian,0,0
2017,Senegal,Romania,0,0
2017,Senegal,Rwanda,274,274
2017,Senegal,Sudan,*,0
2017,Senegal,Senegal,0,0
2017,Senegal,Sierra Leone,0,0
2017,Senegal,Somalia,*,0
2017,Senegal,Syrian Arab Rep.,0,0
2017,Senegal,Chad,18,18
2017,Senegal,Togo,*,0
2017,Senegal,Turkey,0,0
2017,Senegal,United Rep. of Tanzania,0,0
2017,Senegal,Uganda,0,0
2017,Senegal,Yemen,0,0
2017,Singapore,China,0,0
2017,Sierra Leone,Cote d'Ivoire,17,17
2017,Sierra Leone,Ghana,0,0
2017,Sierra Leone,Liberia,653,653
2017,Sierra Leone,Mali,*,0
2017,Sierra Leone,Palestinian,0,0
2017,Sierra Leone,Sudan,8,8
2017,El Salvador,China,*,0
2017,El Salvador,Dem. Rep. of the Congo,*,0
2017,El Salvador,Colombia,*,0
2017,El Salvador,Algeria,*,0
2017,El Salvador,Guatemala,*,0
2017,El Salvador,Honduras,14,14
2017,El Salvador,Iran (Islamic Rep. of),*,0
2017,El Salvador,Iraq,5,5
2017,El Salvador,Mexico,*,0
2017,El Salvador,Nicaragua,6,6
2017,El Salvador,Peru,*,0
2017,El Salvador,El Salvador,0,0
2017,El Salvador,Syrian Arab Rep.,5,5
2017,Somalia,Bangladesh,6,6
2017,Somalia,Cameroon,0,0
2017,Somalia,Dem. Rep. of the Congo,*,0
2017,Somalia,Congo,0,0
2017,Somalia,Djibouti,*,0
2017,Somalia,Egypt,0,0
2017,Somalia,Eritrea,49,49
2017,Somalia,Ethiopia,3608,3608
2017,Somalia,Iraq,*,0
2017,Somalia,Jordan,0,0
2017,Somalia,Kenya,0,0
2017,Somalia,Mozambique,0,0
2017,Somalia,Nigeria,0,0
2017,Somalia,Pakistan,0,0
2017,Somalia,Palestinian,15,15
2017,Somalia,Sudan,*,0
2017,Somalia,Somalia,0,0
2017,Somalia,Syrian Arab Rep.,172,172
2017,Somalia,Turkey,*,0
2017,Somalia,United Rep. of Tanzania,0,0
2017,Somalia,Uganda,0,0
2017,Somalia,United States of America,*,0
2017,Somalia,Yemen,10705,10705
2017,Serbia and Kosovo (S/RES/1244 (1999)),Afghanistan,2182,2182
2017,Serbia and Kosovo (S/RES/1244 (1999)),Burundi,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,8764,8764
2017,Serbia and Kosovo (S/RES/1244 (1999)),China,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Cameroon,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Congo,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Cuba,5,5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Algeria,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Eritrea,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Ethiopia,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Ghana,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Guinea,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,5,5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,19038,19038
2017,Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),377,377
2017,Serbia and Kosovo (S/RES/1244 (1999)),Iraq,513,513
2017,Serbia and Kosovo (S/RES/1244 (1999)),Kazakhstan,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Lebanon,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Libya,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Libya,32,32
2017,Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Pakistan,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Sudan,5,5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Senegal,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Somalia,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),South Sudan,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,73,73
2017,Serbia and Kosovo (S/RES/1244 (1999)),Tunisia,*,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Turkey,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Ukraine,15,15
2017,Serbia and Kosovo (S/RES/1244 (1999)),Uzbekistan,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Stateless,0,0
2017,Serbia and Kosovo (S/RES/1244 (1999)),Various/Unknown,1186,1186
2017,South Sudan,Burundi,*,0
2017,South Sudan,Central African Rep.,1869,1869
2017,South Sudan,Cameroon,0,0
2017,South Sudan,Dem. Rep. of the Congo,14961,14961
2017,South Sudan,Egypt,*,0
2017,South Sudan,Eritrea,32,32
2017,South Sudan,Ethiopia,4555,4555
2017,South Sudan,Rwanda,*,0
2017,South Sudan,Sudan,261983,261983
2017,South Sudan,Somalia,*,0
2017,South Sudan,South Sudan,0,0
2017,South Sudan,Syrian Arab Rep.,*,0
2017,South Sudan,Uganda,*,0
2017,Suriname,Bangladesh,*,0
2017,Suriname,Cote d'Ivoire,0,0
2017,Suriname,Cameroon,*,0
2017,Suriname,Cuba,29,29
2017,Suriname,Dominican Rep.,0,0
2017,Suriname,Guinea,0,0
2017,Suriname,Jamaica,*,0
2017,Suriname,Liberia,*,0
2017,Suriname,Nigeria,*,0
2017,Suriname,Sierra Leone,0,0
2017,Suriname,Suriname,0,0
2017,Suriname,Venezuela (Bolivarian Republic of),0,0
2017,Slovakia,Afghanistan,246,246
2017,Slovakia,Angola,24,24
2017,Slovakia,Armenia,34,34
2017,Slovakia,Burundi,*,0
2017,Slovakia,Benin,*,0
2017,Slovakia,Bangladesh,*,0
2017,Slovakia,Bulgaria,8,8
2017,Slovakia,Bosnia and Herzegovina,36,36
2017,Slovakia,China,5,5
2017,Slovakia,Cote d'Ivoire,*,0
2017,Slovakia,Cameroon,7,7
2017,Slovakia,Dem. Rep. of the Congo,16,16
2017,Slovakia,Congo,*,0
2017,Slovakia,Cuba,40,40
2017,Slovakia,Algeria,*,0
2017,Slovakia,Egypt,5,5
2017,Slovakia,Ethiopia,*,0
2017,Slovakia,India,*,0
2017,Slovakia,Iran (Islamic Rep. of),28,28
2017,Slovakia,Iraq,209,209
2017,Slovakia,Israel,*,0
2017,Slovakia,Jordan,*,0
2017,Slovakia,Cambodia,*,0
2017,Slovakia,Liberia,*,0
2017,Slovakia,Libya,*,0
2017,Slovakia,Madagascar,*,0
2017,Slovakia,Pakistan,6,6
2017,Slovakia,Palestinian,7,7
2017,Slovakia,Romania,37,37
2017,Slovakia,Russian Federation,37,37
2017,Slovakia,Sudan,*,0
2017,Slovakia,Sierra Leone,*,0
2017,Slovakia,Somalia,31,31
2017,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),46,46
2017,Slovakia,Syrian Arab Rep.,17,17
2017,Slovakia,Turkey,*,0
2017,Slovakia,United Rep. of Tanzania,*,0
2017,Slovakia,Uganda,*,0
2017,Slovakia,Ukraine,23,23
2017,Slovakia,Uzbekistan,*,0
2017,Slovakia,Viet Nam,16,16
2017,Slovakia,Stateless,9,9
2017,Slovakia,Various/Unknown,0,0
2017,Slovenia,Afghanistan,41,41
2017,Slovenia,Albania,*,0
2017,Slovenia,Bosnia and Herzegovina,8,8
2017,Slovenia,Cameroon,*,0
2017,Slovenia,Dem. Rep. of the Congo,8,8
2017,Slovenia,Algeria,0,0
2017,Slovenia,Egypt,0,0
2017,Slovenia,Eritrea,56,56
2017,Slovenia,Guinea,0,0
2017,Slovenia,Gambia,0,0
2017,Slovenia,India,*,0
2017,Slovenia,Iran (Islamic Rep. of),60,60
2017,Slovenia,Iraq,39,39
2017,Slovenia,Kazakhstan,19,19
2017,Slovenia,Libya,0,0
2017,Slovenia,Morocco,*,0
2017,Slovenia,Nigeria,*,0
2017,Slovenia,Pakistan,*,0
2017,Slovenia,Palestinian,11,11
2017,Slovenia,Russian Federation,15,15
2017,Slovenia,Sudan,6,6
2017,Slovenia,Senegal,0,0
2017,Slovenia,Sierra Leone,*,0
2017,Slovenia,Somalia,48,48
2017,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),65,65
2017,Slovenia,Syrian Arab Rep.,215,215
2017,Slovenia,Tunisia,0,0
2017,Slovenia,Turkey,*,0
2017,Slovenia,Ukraine,*,0
2017,Slovenia,United States of America,0,0
2017,Slovenia,Uzbekistan,*,0
2017,Slovenia,Viet Nam,0,0
2017,Slovenia,Stateless,0,0
2017,Slovenia,Yemen,*,0
2017,Slovenia,Zimbabwe,*,0
2017,Sweden,Afghanistan,25645,25645
2017,Sweden,Angola,38,38
2017,Sweden,Albania,329,329
2017,Sweden,United Arab Emirates,*,0
2017,Sweden,Argentina,*,0
2017,Sweden,Armenia,474,474
2017,Sweden,Australia,*,0
2017,Sweden,Azerbaijan,685,685
2017,Sweden,Burundi,200,200
2017,Sweden,Belgium,*,0
2017,Sweden,Benin,5,5
2017,Sweden,Burkina Faso,*,0
2017,Sweden,Bangladesh,229,229
2017,Sweden,Bulgaria,16,16
2017,Sweden,Bahrain,15,15
2017,Sweden,Bahamas,0,0
2017,Sweden,Bosnia and Herzegovina,160,160
2017,Sweden,Belarus,134,134
2017,Sweden,Bolivia (Plurinational State of),64,64
2017,Sweden,Brazil,8,8
2017,Sweden,Barbados,0,0
2017,Sweden,Bhutan,8,8
2017,Sweden,Botswana,0,0
2017,Sweden,Central African Rep.,*,0
2017,Sweden,Canada,*,0
2017,Sweden,Chile,19,19
2017,Sweden,China,282,282
2017,Sweden,Cote d'Ivoire,61,61
2017,Sweden,Cameroon,152,152
2017,Sweden,Dem. Rep. of the Congo,324,324
2017,Sweden,Congo,50,50
2017,Sweden,Colombia,30,30
2017,Sweden,Comoros,*,0
2017,Sweden,Cabo Verde,0,0
2017,Sweden,Costa Rica,0,0
2017,Sweden,Cuba,60,60
2017,Sweden,Cyprus,0,0
2017,Sweden,Czech Rep.,*,0
2017,Sweden,Germany,5,5
2017,Sweden,Djibouti,21,21
2017,Sweden,Denmark,*,0
2017,Sweden,Dominican Rep.,*,0
2017,Sweden,Algeria,66,66
2017,Sweden,Ecuador,8,8
2017,Sweden,Egypt,347,347
2017,Sweden,Eritrea,27153,27153
2017,Sweden,Spain,0,0
2017,Sweden,Estonia,*,0
2017,Sweden,Ethiopia,2005,2005
2017,Sweden,France,*,0
2017,Sweden,Gabon,0,0
2017,Sweden,United Kingdom,7,7
2017,Sweden,Georgia,133,133
2017,Sweden,Ghana,56,56
2017,Sweden,Guinea,80,80
2017,Sweden,Gambia,147,147
2017,Sweden,Guinea-Bissau,7,7
2017,Sweden,Equatorial Guinea,*,0
2017,Sweden,Greece,18,18
2017,Sweden,Guatemala,9,9
2017,Sweden,Guyana,0,0
2017,Sweden,Honduras,11,11
2017,Sweden,Croatia,*,0
2017,Sweden,Haiti,*,0
2017,Sweden,Hungary,*,0
2017,Sweden,Indonesia,15,15
2017,Sweden,India,29,29
2017,Sweden,Iran (Islamic Rep. of),5867,5867
2017,Sweden,Iraq,15524,15524
2017,Sweden,Israel,33,33
2017,Sweden,Italy,*,0
2017,Sweden,Jamaica,*,0
2017,Sweden,Jordan,344,344
2017,Sweden,Japan,0,0
2017,Sweden,Kazakhstan,266,266
2017,Sweden,Kenya,93,93
2017,Sweden,Kyrgyzstan,177,177
2017,Sweden,Cambodia,0,0
2017,Sweden,Rep. of Korea,6,6
2017,Sweden,Kuwait,23,23
2017,Sweden,Lebanon,534,534
2017,Sweden,Liberia,13,13
2017,Sweden,Libya,404,404
2017,Sweden,Sri Lanka,48,48
2017,Sweden,Lithuania,*,0
2017,Sweden,Latvia,8,8
2017,Sweden,Morocco,230,230
2017,Sweden,Rep. of Moldova,8,8
2017,Sweden,Maldives,*,0
2017,Sweden,Mexico,0,0
2017,Sweden,The former Yugoslav Republic of Macedonia,55,55
2017,Sweden,Mali,24,24
2017,Sweden,Malta,0,0
2017,Sweden,Myanmar,16,16
2017,Sweden,Montenegro,40,40
2017,Sweden,Mongolia,315,315
2017,Sweden,Mozambique,0,0
2017,Sweden,Mauritania,12,12
2017,Sweden,Malawi,*,0
2017,Sweden,Malaysia,8,8
2017,Sweden,Niger,*,0
2017,Sweden,Nigeria,510,510
2017,Sweden,Nicaragua,9,9
2017,Sweden,Netherlands,*,0
2017,Sweden,Norway,*,0
2017,Sweden,Nepal,19,19
2017,Sweden,New Zealand,*,0
2017,Sweden,Pakistan,461,461
2017,Sweden,Peru,11,11
2017,Sweden,Philippines,7,7
2017,Sweden,Poland,*,0
2017,Sweden,Dem. People's Rep. of Korea,5,5
2017,Sweden,Paraguay,0,0
2017,Sweden,Palestinian,983,983
2017,Sweden,Romania,63,63
2017,Sweden,Russian Federation,1628,1628
2017,Sweden,Rwanda,38,38
2017,Sweden,Saudi Arabia,46,46
2017,Sweden,Sudan,841,841
2017,Sweden,Senegal,45,45
2017,Sweden,Sierra Leone,69,69
2017,Sweden,El Salvador,78,78
2017,Sweden,Somalia,21973,21973
2017,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),1455,1455
2017,Sweden,South Sudan,*,0
2017,Sweden,Slovakia,6,6
2017,Sweden,Swaziland,*,0
2017,Sweden,Syrian Arab Rep.,103614,103614
2017,Sweden,Chad,19,19
2017,Sweden,Togo,7,7
2017,Sweden,Thailand,8,8
2017,Sweden,Tajikistan,58,58
