Origin,Year,Type,Value,ocode
The former Yugoslav Republic of Macedonia,2016,Refugees,1738,MKD
The former Yugoslav Republic of Macedonia,2017,Asylum-seekers,4020,MKD
The former Yugoslav Republic of Macedonia,2017,Refugees,1633,MKD
Tibetan,1964,Refugees,51000,TAR
Tibetan,1965,Refugees,52000,TAR
Tibetan,1966,Refugees,52000,TAR
Tibetan,1967,Refugees,57180,TAR
Tibetan,1968,Refugees,62730,TAR
Tibetan,1969,Refugees,64140,TAR
Tibetan,1970,Refugees,64560,TAR
Tibetan,1971,Refugees,64110,TAR
Tibetan,1972,Refugees,65680,TAR
Tibetan,1973,Refugees,66840,TAR
Tibetan,1974,Refugees,68000,TAR
Tibetan,1975,Refugees,8200,TAR
Tibetan,1976,Refugees,8300,TAR
Tibetan,1977,Refugees,8400,TAR
Tibetan,1978,Refugees,8500,TAR
Tibetan,1979,Refugees,8600,TAR
Tibetan,1980,Refugees,8700,TAR
Tibetan,1981,Refugees,8800,TAR
Tibetan,1982,Refugees,9800,TAR
Tibetan,1983,Refugees,10800,TAR
Tibetan,1984,Refugees,11800,TAR
Tibetan,1985,Refugees,12800,TAR
Tibetan,1986,Refugees,13800,TAR
Tibetan,1987,Refugees,14800,TAR
Tibetan,1988,Refugees,15800,TAR
Tibetan,1989,Refugees,16800,TAR
Tibetan,1990,Refugees,17800,TAR
Tibetan,1991,Refugees,18800,TAR
Tibetan,1992,Refugees,19800,TAR
Tibetan,1993,Refugees,21132,TAR
Tibetan,1994,Refugees,21164,TAR
Tibetan,1995,Refugees,20035,TAR
Tibetan,1996,Refugees,20037,TAR
Tibetan,1997,Refugees,20506,TAR
Tibetan,1998,Refugees,21229,TAR
Tibetan,1999,Refugees,21040,TAR
Tibetan,2000,Refugees,20968,TAR
Tibetan,2001,Asylum-seekers,1,TAR
Tibetan,2001,Refugees,20720,TAR
Tibetan,2002,Asylum-seekers,1,TAR
Tibetan,2002,Refugees,20631,TAR
Tibetan,2003,Refugees,20039,TAR
Tibetan,2004,Asylum-seekers,1,TAR
Tibetan,2004,Refugees,20040,TAR
Tibetan,2005,Asylum-seekers,9,TAR
Tibetan,2005,Refugees,20198,TAR
Tibetan,2006,Asylum-seekers,1,TAR
Tibetan,2006,Refugees,20184,TAR
Tibetan,2007,Asylum-seekers,2,TAR
Tibetan,2007,Refugees,20170,TAR
Tibetan,2008,Asylum-seekers,2,TAR
Tibetan,2008,Refugees,20079,TAR
Tibetan,2009,Asylum-seekers,4,TAR
Tibetan,2009,Refugees,20080,TAR
Tibetan,2010,Refugees,15082,TAR
Tibetan,2011,Asylum-seekers,1,TAR
Tibetan,2011,Refugees,15068,TAR
Tibetan,2012,Asylum-seekers,2,TAR
Tibetan,2012,Refugees,15000,TAR
Tibetan,2013,Asylum-seekers,7,TAR
Tibetan,2013,Refugees,15065,TAR
Tibetan,2014,Asylum-seekers,12,TAR
Tibetan,2014,Refugees,15069,TAR
Tibetan,2015,Asylum-seekers,8,TAR
Tibetan,2015,Refugees,15071,TAR
Tibetan,2016,Asylum-seekers,9,TAR
Tibetan,2016,Refugees,13534,TAR
Tibetan,2017,Asylum-seekers,12,TAR
Tibetan,2017,Refugees,13531,TAR
Timor-Leste,1999,Refugees,162472,TLS
Timor-Leste,2000,Asylum-seekers,19,TLS
Timor-Leste,2000,Refugees,122202,TLS
Timor-Leste,2001,Asylum-seekers,21,TLS
Timor-Leste,2001,Refugees,73042,TLS
Timor-Leste,2002,Asylum-seekers,513,TLS
Timor-Leste,2002,Refugees,28097,TLS
Timor-Leste,2003,Asylum-seekers,5,TLS
Timor-Leste,2003,Refugees,127,TLS
Timor-Leste,2004,Refugees,221,TLS
Timor-Leste,2005,Asylum-seekers,3,TLS
Timor-Leste,2005,Refugees,251,TLS
Timor-Leste,2006,Asylum-seekers,9,TLS
Timor-Leste,2006,Refugees,251,TLS
Timor-Leste,2007,Asylum-seekers,2,TLS
Timor-Leste,2007,Refugees,6,TLS
Timor-Leste,2008,Asylum-seekers,2,TLS
Timor-Leste,2008,Refugees,7,TLS
Timor-Leste,2009,Asylum-seekers,0,TLS
Timor-Leste,2009,Refugees,7,TLS
Timor-Leste,2010,Asylum-seekers,1,TLS
Timor-Leste,2010,Refugees,8,TLS
Timor-Leste,2011,Asylum-seekers,1,TLS
Timor-Leste,2011,Refugees,8,TLS
Timor-Leste,2012,Asylum-seekers,7,TLS
Timor-Leste,2012,Refugees,9,TLS
Timor-Leste,2013,Asylum-seekers,9,TLS
Timor-Leste,2013,Refugees,10,TLS
Timor-Leste,2014,Asylum-seekers,10,TLS
Timor-Leste,2014,Refugees,13,TLS
Timor-Leste,2015,Asylum-seekers,7,TLS
Timor-Leste,2015,Refugees,20,TLS
Timor-Leste,2016,Asylum-seekers,4,TLS
Timor-Leste,2016,Refugees,22,TLS
Timor-Leste,2017,Asylum-seekers,5,TLS
Timor-Leste,2017,Refugees,8,TLS
Togo,1984,Refugees,1,TGO
Togo,1985,Refugees,5,TGO
Togo,1986,Refugees,5,TGO
Togo,1987,Refugees,5,TGO
Togo,1988,Refugees,5,TGO
Togo,1989,Refugees,6,TGO
Togo,1990,Refugees,6,TGO
Togo,1991,Refugees,18,TGO
Togo,1992,Refugees,106,TGO
Togo,1993,Refugees,291060,TGO
Togo,1994,Refugees,167871,TGO
Togo,1995,Refugees,93155,TGO
Togo,1996,Refugees,25593,TGO
Togo,1997,Refugees,7187,TGO
Togo,1998,Refugees,3506,TGO
Togo,1999,Refugees,3692,TGO
Togo,2000,Asylum-seekers,1279,TGO
Togo,2000,Refugees,4016,TGO
Togo,2001,Asylum-seekers,1972,TGO
Togo,2001,Refugees,4354,TGO
Togo,2002,Asylum-seekers,2786,TGO
Togo,2002,Refugees,10448,TGO
Togo,2003,Asylum-seekers,5729,TGO
Togo,2003,Refugees,10614,TGO
Togo,2004,Asylum-seekers,5461,TGO
Togo,2004,Refugees,10818,TGO
Togo,2005,Asylum-seekers,7479,TGO
Togo,2005,Refugees,51107,TGO
Togo,2006,Asylum-seekers,6594,TGO
Togo,2006,Refugees,27332,TGO
Togo,2007,Asylum-seekers,1319,TGO
Togo,2007,Refugees,22502,TGO
Togo,2008,Asylum-seekers,1131,TGO
Togo,2008,Refugees,16750,TGO
Togo,2009,Asylum-seekers,970,TGO
Togo,2009,Refugees,18378,TGO
Togo,2010,Asylum-seekers,1032,TGO
Togo,2010,Refugees,18330,TGO
Togo,2011,Asylum-seekers,2988,TGO
Togo,2011,Refugees,17871,TGO
Togo,2012,Asylum-seekers,3032,TGO
Togo,2012,Refugees,15693,TGO
Togo,2013,Asylum-seekers,1529,TGO
Togo,2013,Refugees,10319,TGO
Togo,2014,Asylum-seekers,1714,TGO
Togo,2014,Refugees,9276,TGO
Togo,2015,Asylum-seekers,2149,TGO
Togo,2015,Refugees,8785,TGO
Togo,2016,Asylum-seekers,2657,TGO
Togo,2016,Refugees,8310,TGO
Togo,2017,Asylum-seekers,3743,TGO
Togo,2017,Refugees,8100,TGO
Tonga,1996,Refugees,3,TON
Tonga,1997,Refugees,3,TON
Tonga,1998,Refugees,2,TON
Tonga,1999,Refugees,2,TON
Tonga,2000,Asylum-seekers,20,TON
Tonga,2000,Refugees,3,TON
Tonga,2001,Asylum-seekers,48,TON
Tonga,2001,Refugees,1,TON
Tonga,2002,Asylum-seekers,66,TON
Tonga,2002,Refugees,8,TON
Tonga,2003,Asylum-seekers,40,TON
Tonga,2003,Refugees,12,TON
Tonga,2004,Asylum-seekers,13,TON
Tonga,2004,Refugees,5,TON
Tonga,2005,Asylum-seekers,10,TON
Tonga,2005,Refugees,4,TON
Tonga,2006,Asylum-seekers,17,TON
Tonga,2006,Refugees,6,TON
Tonga,2007,Asylum-seekers,18,TON
Tonga,2007,Refugees,5,TON
Tonga,2008,Asylum-seekers,26,TON
Tonga,2008,Refugees,7,TON
Tonga,2009,Asylum-seekers,25,TON
Tonga,2009,Refugees,5,TON
Tonga,2010,Asylum-seekers,10,TON
Tonga,2010,Refugees,6,TON
Tonga,2011,Asylum-seekers,22,TON
Tonga,2011,Refugees,10,TON
Tonga,2012,Asylum-seekers,39,TON
Tonga,2012,Refugees,13,TON
Tonga,2013,Asylum-seekers,63,TON
Tonga,2013,Refugees,18,TON
Tonga,2014,Asylum-seekers,83,TON
Tonga,2014,Refugees,22,TON
Tonga,2015,Asylum-seekers,62,TON
Tonga,2015,Refugees,24,TON
Tonga,2016,Asylum-seekers,78,TON
Tonga,2016,Refugees,27,TON
Tonga,2017,Asylum-seekers,107,TON
Tonga,2017,Refugees,34,TON
Trinidad and Tobago,1990,Refugees,1,TTO
Trinidad and Tobago,1991,Refugees,1,TTO
Trinidad and Tobago,1992,Refugees,1,TTO
Trinidad and Tobago,1993,Refugees,1,TTO
Trinidad and Tobago,1994,Refugees,13,TTO
Trinidad and Tobago,1995,Refugees,14,TTO
Trinidad and Tobago,1996,Refugees,16,TTO
Trinidad and Tobago,1997,Refugees,21,TTO
Trinidad and Tobago,1998,Refugees,26,TTO
Trinidad and Tobago,1999,Refugees,25,TTO
Trinidad and Tobago,2000,Asylum-seekers,117,TTO
Trinidad and Tobago,2000,Refugees,24,TTO
Trinidad and Tobago,2001,Asylum-seekers,179,TTO
Trinidad and Tobago,2001,Refugees,16,TTO
Trinidad and Tobago,2002,Asylum-seekers,321,TTO
Trinidad and Tobago,2002,Refugees,35,TTO
Trinidad and Tobago,2003,Asylum-seekers,289,TTO
Trinidad and Tobago,2003,Refugees,38,TTO
Trinidad and Tobago,2004,Asylum-seekers,172,TTO
Trinidad and Tobago,2004,Refugees,41,TTO
Trinidad and Tobago,2005,Asylum-seekers,209,TTO
Trinidad and Tobago,2005,Refugees,63,TTO
Trinidad and Tobago,2006,Asylum-seekers,158,TTO
Trinidad and Tobago,2006,Refugees,153,TTO
Trinidad and Tobago,2007,Asylum-seekers,175,TTO
Trinidad and Tobago,2007,Refugees,211,TTO
Trinidad and Tobago,2008,Asylum-seekers,239,TTO
Trinidad and Tobago,2008,Refugees,231,TTO
Trinidad and Tobago,2009,Asylum-seekers,272,TTO
Trinidad and Tobago,2009,Refugees,240,TTO
Trinidad and Tobago,2010,Asylum-seekers,146,TTO
Trinidad and Tobago,2010,Refugees,255,TTO
Trinidad and Tobago,2011,Asylum-seekers,105,TTO
Trinidad and Tobago,2011,Refugees,297,TTO
Trinidad and Tobago,2012,Asylum-seekers,92,TTO
Trinidad and Tobago,2012,Refugees,333,TTO
Trinidad and Tobago,2013,Asylum-seekers,128,TTO
Trinidad and Tobago,2013,Refugees,336,TTO
Trinidad and Tobago,2014,Asylum-seekers,173,TTO
Trinidad and Tobago,2014,Refugees,371,TTO
Trinidad and Tobago,2015,Asylum-seekers,197,TTO
Trinidad and Tobago,2015,Refugees,369,TTO
Trinidad and Tobago,2016,Asylum-seekers,241,TTO
Trinidad and Tobago,2016,Refugees,295,TTO
Trinidad and Tobago,2017,Asylum-seekers,304,TTO
Trinidad and Tobago,2017,Refugees,310,TTO
Tunisia,1980,Refugees,2,TUN
Tunisia,1981,Refugees,2,TUN
Tunisia,1982,Refugees,2,TUN
Tunisia,1983,Refugees,5,TUN
Tunisia,1984,Refugees,6,TUN
Tunisia,1985,Refugees,6,TUN
Tunisia,1986,Refugees,6,TUN
Tunisia,1987,Refugees,6,TUN
Tunisia,1988,Refugees,7,TUN
Tunisia,1989,Refugees,9,TUN
Tunisia,1990,Refugees,42,TUN
Tunisia,1991,Refugees,63,TUN
Tunisia,1992,Refugees,86,TUN
Tunisia,1993,Refugees,104,TUN
Tunisia,1994,Refugees,212,TUN
Tunisia,1995,Refugees,333,TUN
Tunisia,1996,Refugees,406,TUN
Tunisia,1997,Refugees,698,TUN
Tunisia,1998,Refugees,932,TUN
Tunisia,1999,Refugees,1240,TUN
Tunisia,2000,Asylum-seekers,362,TUN
Tunisia,2000,Refugees,1207,TUN
Tunisia,2001,Asylum-seekers,396,TUN
Tunisia,2001,Refugees,1368,TUN
Tunisia,2002,Asylum-seekers,433,TUN
Tunisia,2002,Refugees,2543,TUN
Tunisia,2003,Asylum-seekers,385,TUN
Tunisia,2003,Refugees,2563,TUN
Tunisia,2004,Asylum-seekers,346,TUN
Tunisia,2004,Refugees,2516,TUN
Tunisia,2005,Asylum-seekers,365,TUN
Tunisia,2005,Refugees,3129,TUN
Tunisia,2006,Asylum-seekers,354,TUN
Tunisia,2006,Refugees,2844,TUN
Tunisia,2007,Asylum-seekers,346,TUN
Tunisia,2007,Refugees,2507,TUN
Tunisia,2008,Asylum-seekers,368,TUN
Tunisia,2008,Refugees,2349,TUN
Tunisia,2009,Asylum-seekers,505,TUN
Tunisia,2009,Refugees,2260,TUN
Tunisia,2010,Asylum-seekers,558,TUN
Tunisia,2010,Refugees,2174,TUN
Tunisia,2011,Asylum-seekers,1613,TUN
Tunisia,2011,Refugees,1952,TUN
Tunisia,2012,Asylum-seekers,2290,TUN
Tunisia,2012,Refugees,1935,TUN
Tunisia,2013,Asylum-seekers,1791,TUN
Tunisia,2013,Refugees,1363,TUN
Tunisia,2014,Asylum-seekers,1910,TUN
Tunisia,2014,Refugees,1485,TUN
Tunisia,2015,Asylum-seekers,2354,TUN
Tunisia,2015,Refugees,1567,TUN
Tunisia,2016,Asylum-seekers,2050,TUN
Tunisia,2016,Refugees,1700,TUN
Tunisia,2017,Asylum-seekers,2307,TUN
Tunisia,2017,Refugees,1806,TUN
Turkey,1972,Refugees,250,TUR
Turkey,1977,Refugees,70,TUR
Turkey,1978,Refugees,60,TUR
Turkey,1979,Refugees,60,TUR
Turkey,1982,Refugees,300,TUR
Turkey,1983,Refugees,540,TUR
Turkey,1984,Refugees,1040,TUR
Turkey,1985,Refugees,810,TUR
Turkey,1986,Refugees,852,TUR
Turkey,1987,Refugees,1084,TUR
Turkey,1988,Refugees,150,TUR
Turkey,1989,Refugees,2764,TUR
Turkey,1990,Refugees,5508,TUR
Turkey,1991,Refugees,6452,TUR
Turkey,1992,Refugees,10089,TUR
Turkey,1993,Refugees,16768,TUR
Turkey,1994,Refugees,28873,TUR
Turkey,1995,Refugees,44866,TUR
Turkey,1996,Refugees,50354,TUR
Turkey,1997,Refugees,47341,TUR
Turkey,1998,Refugees,45019,TUR
Turkey,1999,Refugees,44012,TUR
Turkey,2000,Asylum-seekers,10237,TUR
Turkey,2000,Refugees,47155,TUR
Turkey,2001,Asylum-seekers,13332,TUR
Turkey,2001,Refugees,47090,TUR
Turkey,2002,Asylum-seekers,12516,TUR
Turkey,2002,Refugees,193704,TUR
Turkey,2003,Asylum-seekers,8530,TUR
Turkey,2003,Refugees,185098,TUR
Turkey,2004,Asylum-seekers,5291,TUR
Turkey,2004,Refugees,174578,TUR
Turkey,2005,Asylum-seekers,11316,TUR
Turkey,2005,Refugees,170567,TUR
Turkey,2006,Asylum-seekers,12194,TUR
Turkey,2006,Refugees,227232,TUR
Turkey,2007,Asylum-seekers,9184,TUR
Turkey,2007,Refugees,221939,TUR
Turkey,2008,Asylum-seekers,8538,TUR
Turkey,2008,Refugees,214378,TUR
Turkey,2009,Asylum-seekers,9293,TUR
Turkey,2009,Refugees,146387,TUR
Turkey,2010,Asylum-seekers,7514,TUR
Turkey,2010,Refugees,146794,TUR
Turkey,2011,Asylum-seekers,6900,TUR
Turkey,2011,Refugees,139779,TUR
Turkey,2012,Asylum-seekers,8866,TUR
Turkey,2012,Refugees,135372,TUR
Turkey,2013,Asylum-seekers,10559,TUR
Turkey,2013,Refugees,66575,TUR
Turkey,2014,Asylum-seekers,11559,TUR
Turkey,2014,Refugees,63892,TUR
Turkey,2015,Asylum-seekers,12101,TUR
Turkey,2015,Refugees,59558,TUR
Turkey,2016,Asylum-seekers,23228,TUR
Turkey,2016,Refugees,57925,TUR
Turkey,2017,Asylum-seekers,33767,TUR
Turkey,2017,Refugees,61338,TUR
Turkmenistan,1994,Refugees,7,TKM
Turkmenistan,1995,Refugees,47,TKM
Turkmenistan,1996,Refugees,2937,TKM
Turkmenistan,1997,Refugees,3181,TKM
Turkmenistan,1998,Refugees,1562,TKM
Turkmenistan,1999,Refugees,1051,TKM
Turkmenistan,2000,Asylum-seekers,23,TKM
Turkmenistan,2000,Refugees,300,TKM
Turkmenistan,2001,Asylum-seekers,44,TKM
Turkmenistan,2001,Refugees,310,TKM
Turkmenistan,2002,Asylum-seekers,130,TKM
Turkmenistan,2002,Refugees,801,TKM
Turkmenistan,2003,Asylum-seekers,164,TKM
Turkmenistan,2003,Refugees,840,TKM
Turkmenistan,2004,Asylum-seekers,185,TKM
Turkmenistan,2004,Refugees,812,TKM
Turkmenistan,2005,Asylum-seekers,176,TKM
Turkmenistan,2005,Refugees,820,TKM
Turkmenistan,2006,Asylum-seekers,156,TKM
Turkmenistan,2006,Refugees,692,TKM
Turkmenistan,2007,Asylum-seekers,149,TKM
Turkmenistan,2007,Refugees,678,TKM
Turkmenistan,2008,Asylum-seekers,115,TKM
Turkmenistan,2008,Refugees,736,TKM
Turkmenistan,2009,Asylum-seekers,76,TKM
Turkmenistan,2009,Refugees,743,TKM
Turkmenistan,2010,Asylum-seekers,66,TKM
Turkmenistan,2010,Refugees,738,TKM
Turkmenistan,2011,Asylum-seekers,82,TKM
Turkmenistan,2011,Refugees,726,TKM
Turkmenistan,2012,Asylum-seekers,132,TKM
Turkmenistan,2012,Refugees,723,TKM
Turkmenistan,2013,Asylum-seekers,323,TKM
Turkmenistan,2013,Refugees,519,TKM
Turkmenistan,2014,Asylum-seekers,759,TKM
Turkmenistan,2014,Refugees,484,TKM
Turkmenistan,2015,Asylum-seekers,1215,TKM
Turkmenistan,2015,Refugees,455,TKM
Turkmenistan,2016,Asylum-seekers,1073,TKM
Turkmenistan,2016,Refugees,377,TKM
Turkmenistan,2017,Asylum-seekers,1097,TKM
Turkmenistan,2017,Refugees,340,TKM
Turks and Caicos Islands,2002,Asylum-seekers,4,TCA
Turks and Caicos Islands,2003,Asylum-seekers,4,TCA
Turks and Caicos Islands,2004,Asylum-seekers,1,TCA
Turks and Caicos Islands,2005,Asylum-seekers,2,TCA
Turks and Caicos Islands,2006,Asylum-seekers,1,TCA
Turks and Caicos Islands,2006,Refugees,1,TCA
Turks and Caicos Islands,2007,Refugees,1,TCA
Turks and Caicos Islands,2008,Refugees,1,TCA
Turks and Caicos Islands,2009,Refugees,1,TCA
Turks and Caicos Islands,2010,Asylum-seekers,2,TCA
Turks and Caicos Islands,2010,Refugees,1,TCA
Turks and Caicos Islands,2011,Asylum-seekers,6,TCA
Turks and Caicos Islands,2011,Refugees,14,TCA
Turks and Caicos Islands,2012,Asylum-seekers,9,TCA
Turks and Caicos Islands,2012,Refugees,14,TCA
Turks and Caicos Islands,2013,Asylum-seekers,5,TCA
Turks and Caicos Islands,2013,Refugees,15,TCA
Turks and Caicos Islands,2014,Asylum-seekers,0,TCA
Turks and Caicos Islands,2014,Refugees,15,TCA
Turks and Caicos Islands,2015,Asylum-seekers,1,TCA
Turks and Caicos Islands,2015,Refugees,14,TCA
Turks and Caicos Islands,2016,Asylum-seekers,3,TCA
Turks and Caicos Islands,2016,Refugees,16,TCA
Turks and Caicos Islands,2017,Asylum-seekers,0,TCA
Turks and Caicos Islands,2017,Refugees,14,TCA
Tuvalu,1995,Refugees,3,TUV
Tuvalu,1996,Refugees,3,TUV
Tuvalu,1997,Refugees,3,TUV
Tuvalu,1998,Refugees,3,TUV
Tuvalu,1999,Refugees,3,TUV
Tuvalu,2000,Refugees,3,TUV
Tuvalu,2001,Asylum-seekers,1,TUV
Tuvalu,2001,Refugees,3,TUV
Tuvalu,2002,Asylum-seekers,1,TUV
Tuvalu,2002,Refugees,3,TUV
Tuvalu,2003,Refugees,3,TUV
Tuvalu,2004,Refugees,3,TUV
Tuvalu,2006,Refugees,3,TUV
Tuvalu,2007,Refugees,2,TUV
Tuvalu,2008,Asylum-seekers,0,TUV
Tuvalu,2008,Refugees,2,TUV
Tuvalu,2011,Asylum-seekers,1,TUV
Tuvalu,2011,Refugees,1,TUV
Tuvalu,2012,Asylum-seekers,5,TUV
Tuvalu,2012,Refugees,1,TUV
Tuvalu,2013,Asylum-seekers,2,TUV
Tuvalu,2013,Refugees,2,TUV
Tuvalu,2014,Asylum-seekers,4,TUV
Tuvalu,2014,Refugees,2,TUV
Tuvalu,2015,Asylum-seekers,1,TUV
Tuvalu,2015,Refugees,2,TUV
Tuvalu,2016,Asylum-seekers,1,TUV
Tuvalu,2016,Refugees,2,TUV
Tuvalu,2017,Asylum-seekers,0,TUV
Tuvalu,2017,Refugees,0,TUV
Uganda,1973,Refugees,950,UGA
Uganda,1974,Refugees,2630,UGA
Uganda,1975,Refugees,2510,UGA
Uganda,1976,Refugees,3250,UGA
Uganda,1977,Refugees,8000,UGA
Uganda,1978,Refugees,8820,UGA
Uganda,1979,Refugees,88710,UGA
Uganda,1980,Refugees,224301,UGA
Uganda,1981,Refugees,176691,UGA
Uganda,1982,Refugees,271285,UGA
Uganda,1983,Refugees,315346,UGA
Uganda,1984,Refugees,293991,UGA
Uganda,1985,Refugees,306060,UGA
Uganda,1986,Refugees,238652,UGA
Uganda,1987,Refugees,111071,UGA
Uganda,1988,Refugees,21975,UGA
Uganda,1989,Refugees,21358,UGA
Uganda,1990,Refugees,58820,UGA
Uganda,1991,Refugees,39386,UGA
Uganda,1992,Refugees,32456,UGA
Uganda,1993,Refugees,33415,UGA
Uganda,1994,Refugees,31450,UGA
Uganda,1995,Refugees,24166,UGA
Uganda,1996,Refugees,28339,UGA
Uganda,1997,Refugees,55241,UGA
Uganda,1998,Refugees,13301,UGA
Uganda,1999,Refugees,13937,UGA
Uganda,2000,Asylum-seekers,1064,UGA
Uganda,2000,Refugees,32414,UGA
Uganda,2001,Asylum-seekers,948,UGA
Uganda,2001,Refugees,40141,UGA
Uganda,2002,Asylum-seekers,2043,UGA
Uganda,2002,Refugees,40425,UGA
Uganda,2003,Asylum-seekers,2831,UGA
Uganda,2003,Refugees,35247,UGA
Uganda,2004,Asylum-seekers,3214,UGA
Uganda,2004,Refugees,31963,UGA
Uganda,2005,Asylum-seekers,4313,UGA
Uganda,2005,Refugees,34225,UGA
Uganda,2006,Asylum-seekers,1348,UGA
Uganda,2006,Refugees,21751,UGA
Uganda,2007,Asylum-seekers,3155,UGA
Uganda,2007,Refugees,21341,UGA
Uganda,2008,Asylum-seekers,3140,UGA
Uganda,2008,Refugees,7548,UGA
Uganda,2009,Asylum-seekers,909,UGA
Uganda,2009,Refugees,7554,UGA
Uganda,2010,Asylum-seekers,951,UGA
Uganda,2010,Refugees,6441,UGA
Uganda,2011,Asylum-seekers,1985,UGA
Uganda,2011,Refugees,5680,UGA
Uganda,2012,Asylum-seekers,3091,UGA
Uganda,2012,Refugees,5608,UGA
Uganda,2013,Asylum-seekers,3772,UGA
Uganda,2013,Refugees,8176,UGA
Uganda,2014,Asylum-seekers,4795,UGA
Uganda,2014,Refugees,7191,UGA
Uganda,2015,Asylum-seekers,6443,UGA
Uganda,2015,Refugees,6316,UGA
Uganda,2016,Asylum-seekers,5323,UGA
Uganda,2016,Refugees,6233,UGA
Uganda,2017,Asylum-seekers,10130,UGA
Uganda,2017,Refugees,6369,UGA
Ukraine,1992,Refugees,38,UKR
Ukraine,1993,Refugees,134,UKR
Ukraine,1994,Refugees,915,UKR
Ukraine,1995,Refugees,1701,UKR
Ukraine,1996,Refugees,6107,UKR
Ukraine,1997,Refugees,6348,UKR
Ukraine,1998,Refugees,4596,UKR
Ukraine,1999,Refugees,12236,UKR
Ukraine,2000,Asylum-seekers,3043,UKR
Ukraine,2000,Refugees,19312,UKR
Ukraine,2001,Asylum-seekers,5900,UKR
Ukraine,2001,Refugees,26716,UKR
Ukraine,2002,Asylum-seekers,4875,UKR
Ukraine,2002,Refugees,85265,UKR
Ukraine,2003,Asylum-seekers,2866,UKR
Ukraine,2003,Refugees,94148,UKR
Ukraine,2004,Asylum-seekers,2652,UKR
Ukraine,2004,Refugees,89587,UKR
Ukraine,2005,Asylum-seekers,2670,UKR
Ukraine,2005,Refugees,84228,UKR
Ukraine,2006,Asylum-seekers,3487,UKR
Ukraine,2006,Refugees,63723,UKR
Ukraine,2007,Asylum-seekers,2423,UKR
Ukraine,2007,Refugees,25985,UKR
Ukraine,2008,Asylum-seekers,1899,UKR
Ukraine,2008,Refugees,28424,UKR
Ukraine,2009,Asylum-seekers,1544,UKR
Ukraine,2009,Refugees,24522,UKR
Ukraine,2010,Asylum-seekers,1260,UKR
Ukraine,2010,Refugees,25111,UKR
Ukraine,2011,Asylum-seekers,1054,UKR
Ukraine,2011,Refugees,25379,UKR
Ukraine,2012,Asylum-seekers,1211,UKR
Ukraine,2012,Refugees,25256,UKR
Ukraine,2013,Asylum-seekers,1641,UKR
Ukraine,2013,Refugees,5163,UKR
Ukraine,2014,Asylum-seekers,15535,UKR
Ukraine,2014,Refugees,237625,UKR
Ukraine,2015,Asylum-seekers,22368,UKR
Ukraine,2015,Refugees,321418,UKR
Ukraine,2016,Asylum-seekers,27862,UKR
Ukraine,2016,Refugees,239075,UKR
Ukraine,2017,Asylum-seekers,37651,UKR
Ukraine,2017,Refugees,139561,UKR
United Arab Emirates,1997,Refugees,4,ARE
United Arab Emirates,1998,Refugees,7,ARE
United Arab Emirates,1999,Refugees,7,ARE
United Arab Emirates,2000,Asylum-seekers,10,ARE
United Arab Emirates,2000,Refugees,15,ARE
United Arab Emirates,2001,Asylum-seekers,31,ARE
United Arab Emirates,2001,Refugees,18,ARE
United Arab Emirates,2002,Asylum-seekers,38,ARE
United Arab Emirates,2002,Refugees,31,ARE
United Arab Emirates,2003,Asylum-seekers,25,ARE
United Arab Emirates,2003,Refugees,20,ARE
United Arab Emirates,2004,Asylum-seekers,11,ARE
United Arab Emirates,2004,Refugees,71,ARE
United Arab Emirates,2005,Asylum-seekers,16,ARE
United Arab Emirates,2005,Refugees,30,ARE
United Arab Emirates,2006,Asylum-seekers,12,ARE
United Arab Emirates,2006,Refugees,265,ARE
United Arab Emirates,2007,Asylum-seekers,10,ARE
United Arab Emirates,2007,Refugees,308,ARE
United Arab Emirates,2008,Asylum-seekers,11,ARE
United Arab Emirates,2008,Refugees,256,ARE
United Arab Emirates,2009,Asylum-seekers,26,ARE
United Arab Emirates,2009,Refugees,414,ARE
United Arab Emirates,2010,Asylum-seekers,29,ARE
United Arab Emirates,2010,Refugees,424,ARE
United Arab Emirates,2011,Asylum-seekers,14,ARE
United Arab Emirates,2011,Refugees,486,ARE
United Arab Emirates,2012,Asylum-seekers,24,ARE
United Arab Emirates,2012,Refugees,584,ARE
United Arab Emirates,2013,Asylum-seekers,46,ARE
United Arab Emirates,2013,Refugees,90,ARE
United Arab Emirates,2014,Asylum-seekers,80,ARE
United Arab Emirates,2014,Refugees,90,ARE
United Arab Emirates,2015,Asylum-seekers,105,ARE
United Arab Emirates,2015,Refugees,99,ARE
United Arab Emirates,2016,Asylum-seekers,165,ARE
United Arab Emirates,2016,Refugees,112,ARE
United Arab Emirates,2017,Asylum-seekers,182,ARE
United Arab Emirates,2017,Refugees,132,ARE
United Kingdom,1990,Refugees,1,GBR
United Kingdom,1991,Refugees,1,GBR
United Kingdom,1992,Refugees,1,GBR
United Kingdom,1993,Refugees,2,GBR
United Kingdom,1994,Refugees,108,GBR
United Kingdom,1995,Refugees,77,GBR
United Kingdom,1996,Refugees,73,GBR
United Kingdom,1997,Refugees,79,GBR
United Kingdom,1998,Refugees,92,GBR
United Kingdom,1999,Refugees,106,GBR
United Kingdom,2000,Asylum-seekers,71,GBR
United Kingdom,2000,Refugees,113,GBR
United Kingdom,2001,Asylum-seekers,81,GBR
United Kingdom,2001,Refugees,109,GBR
United Kingdom,2002,Asylum-seekers,77,GBR
United Kingdom,2002,Refugees,164,GBR
